태마,곡명,가사
기분전환,"쿨밤
","무더운 여름 밤 같이 있고 싶어
시원한 한강 같이 걷고 싶어
돗자리랑 배드민턴 채 챙겨 나와
모기야 물지 마 대충 입고 나와
방구석에서 센 에어컨 바람 말고
밤 공길 들이마셔 봐
마치 Take a shower
차가운 도시에 유일한 안식처
니 품에 안기고 싶어 하늘 보면서
네가 있는 시원한 이 밤이 좋아
부드러운 입술이 내게 다가와
달콤한 설레임 그 떨림
Can you feel my heart
달빛에 살며시 물들어
아름다운 이 밤
쿨밤 쿨밤 너와 나와
쿨밤 쿨밤 너와 나와
시원한 밤 바람도
네가 있어 좋은 걸
니 맘은 이제 말 안 해도 아는 걸 
Cool Night
쿨밤 쿨밤 쿨밤
핸드폰은 잠시 꺼 두기로
하나의 이어폰을 한 쪽씩
나눠 끼고 흘러나오는
노래에 발을 맞춰 봐
손깍지 끼면 콧노래가
저절로 나와
너만 만나면 도망가는 시간
넌 처음 만났을 때보다
더 예뻐 거울 보지 마
좀 출출한데
컵라면에 핫바 먹을까
너와는 편의점을 가도
고급 레스토랑 Come on
Everyday Every night 너를 생각해
처음 만났을 때보다 더
좋아지는 건 무슨 현상이야
우리랑은 상관 없는
사랑의 유효기간
너의 품에서 잠들고 싶은 Tonight
헤어지기 싫어서 눈치만 봐
조금만 더 있다 가 딱 5분만
네가 있는 시원한 이 밤이 좋아
부드러운 입술이 내게 다가와
달콤한 설레임 그 떨림
Can you feel my heart
달빛에 살며시 물들어
아름다운 이 밤
너무 보고 싶었어
어제 보긴 했어도
낮에 일하느라 지친 나를
조금만 안아 줘
너에게 너무 기대서 미안해
너도 내 어깨에 기대 쉬어도 돼
다 줄게 란 노래의 가사처럼
내 사랑 모두 줄게
네가 있는 시원한 이 밤이 좋아
부드러운 입술이 내게 다가와
달콤한 설레임 그 떨림
Can you feel my heart
달빛에 살며시 물들어
아름다운 이 밤
쿨밤 쿨밤 너와 나와
쿨밤 쿨밤 너와 나와
시원한 밤바람도
네가 있어 좋은 걸
니 맘은 이제 말 안 해도 아는 걸 
Cool Night
쿨밤 쿨밤 쿨밤"
기분전환,"여름밤에
","한 여름밤에 바람이 불어와
니가 생각나 더 그리워지네 
훨훨 날아 이 바람을 타고
눈을 감아 이 길 끝에 
니가 있을까 봐 
마치 거짓말처럼 
우리 다시 만난다면
잘 지내 한마디 말하고 싶어서
지난 여름밤처럼 
우리 같이 걷던 그 길
혼자 설레이며 한참을 걸었어 
한 여름밤에 
다 지나버린 내 꿈처럼 
훨훨 날아 나에게 다가와
손을 잡아 주던 
그때 니가 있을까 봐
마치 거짓말처럼 
우리 다시 만난다면
잘 지내 한마디 말하고 싶어서
지난 여름밤처럼 
우리 같이 걷던 그 길
혼자 설레이며 한참을 걸었어 
한 여름밤에 
다 지나버린 내 꿈처럼 
음음음음음 니가 그리워
음음음음음 이 여름밤 내 꿈처럼"
기분전환,"한 여름 밤의 꿈
","한 여름 밤 꿈처럼 사랑은 떠나가고
이별만이 남아서 나를 돌아보네요
마치 한 여름 밤의 꿈처럼 
사랑은 이렇게도 나를 떠나가고 
떠나는 파도를 보며 
사랑도 함께 보내요
한 여름 밤 꿈처럼 
내 몸을 스쳐 지나간 바람처럼 
사랑은 이렇게 왔다 
나도 모르게 지나가는 바람처럼 
한 여름 밤 꿈처럼 
내 몸을 스쳐 지나간 바람처럼
사랑은 이렇게 왔다
나도 모르게 지나가네요
한 여름 밤 꿈처럼 
그냥 스치고 지나간 바람처럼
이렇게 내맘을 이렇게 내 맘을 
갈갈이 찢어놓고 가네요
사랑이 이렇게도 
어려운 건 줄 난 몰랐죠
달콤했던 순간만을 바라보며 
그렇게 사랑을 하던 게
이별로 변해 사랑은 순간처럼 
내 볼을 스쳐지나간 바람처럼
다시 돌아오지 않을 그곳으로
찾아가지 못할 그곳으로
떠나가버렸죠"
기분전환,"그 해 여름
","햇살이 내리는 사이 마다
흰 구름 흐르는 사이 마다
바람이 스치는 사이 마다 니가 비쳐
시간을 타고서 내일에도
진하게 번져와 매일에도
그리움 가득히 나에게 또
스며와 넌 아련히 
넌 수줍게 넌 날 타고와
흔들어 날 잔잔히 
넌 여전히 넌 기억으로 이어져
난 또 난 늘 난 그리움에 살아
난 이미 난 이미 
난 추억에 잠겨있어
발길이 머무는 자리 마다
손길이 스치는 자리 마다
시선을 옮기는 자리 마다 니가 보여
하루의 작은 틈 사이에도
촘촘히 차올라 왜 이리도
설레임 가득히 나에게 또
스며와 넌 아련히 
넌 수줍게 넌 날 타고와
흔들어 날 잔잔히 
넌 여전히 넌 기억으로 이어져
난 또 난 늘 난 그리움에 살아
난 이미 난 이미 
난 추억에 잠겨있어
나 너를 알아서 널 만나게 되서 
얼마나 감사한지
내가 이만큼 자라 늘 지켜볼게
스며와 넌 아련히 
넌 수줍게 넌 날 타고와
흔들어 날 잔잔히 
넌 여전히 넌 
기억으로 이어져
난 또 난 늘 난 그리움에 살아
난 이미 난 이미 
난 추억에 잠겨있어"
기분전환,"여름 얼음 (Feat. 랑쑈 Of 버블시스터즈)
","햇살 바삭하게 더운 날
빛나는 모래사장 걷는 꿈
너와 눈꽃 같은 하얀 빙수가
혀끝에 사각 사각 녹는 꿈
한 여름 밤의 별빛 아래서
내 입안의 얼음 같은 너
투명하게 어른어른 비치네
Yeah 조개껍데기 바다 숨소리
너와 나의 맘에
달각달각 춤추게
태양 눈이 부신 여름
아름답고 시원한 둘만의 시간
까맣게 탄 얼굴에
뜨거운 내 마음에
얼음 같은 사랑 담아서
여름 하나 하나
아로새길 추억 만들어
눈을 감으면 늘
불어올 둘만의 시간들
여름이 다 가기 전에
가을이 오기 전까지
흰 파도 같은 사랑 속에서
햇살 바삭하게 더운 날
빛나는 모래사장 걷는 꿈
너와 눈꽃 같은 하얀 빙수가
혀끝에 사각 사각 녹는 꿈
한 여름 밤의 별빛 아래서
내 입안의 얼음 같은 너
투명하게 어른어른 비치네
순간 달콤한 입맞춤에
목을 지나는 이 떨림에
내 마음 속까지 시원한 바람
여름 하나하나
아로새길 추억 만들어
눈을 감으면 늘
불어올 둘만의 시간들
여름이 다 가기 전에
가을이 오기 전까지
흰 파도 같은 사랑 속에서
조개껍데기 바다 숨소리
너와 나의 맘에
달각달각 춤추게
태양 눈이 부신 여름
아름답고 시원한 둘만의 시간
까맣게 탄 얼굴에
뜨거운 내 마음에
얼음 같은 사랑 담아서
조금 떨리는 나의 고백
가득 쏟아진 별빛 아래
더 투명해지는 여기 너와 나
여름 하나 하나
아로새길 추억 만들어
눈을 감으면 늘 불어올
둘만의 시간들
여름이 다 가기 전에
가을이 오기 전까지
흰 파도 같은 사랑 속에서
영원할거야
지금 이 순간을 깊이
남길 사랑 만들어
사랑 만들어
오랜 시간이 또
모든 걸 말없이 지나고
오직 너와 나
여름이 다 간다 해도
가을이 지난다 해도
늘 처음 같은 사랑
약속해 이 여름 안에서"
기분전환,"놀러가자 (Feat. 박유천 Of JYJ)
","오늘 햇살이 좋아
뭔가 하고 싶은데
그를 만나서 데이트를 해 볼까
차를 마시러 갈까
영화를 보러 갈까
이게 아니야 특별하지 않잖아
늘 틀에 박힌 것 똑같은 것
그것 말고
딴 거 하고 싶어
한번만 우우우 놀러 가자
그를 데리고 어디론가로
I say 우우우 놀러 가자
기차도 좋고 버스도 좋아
둘이서라면
둘이서 가자
갑자기 기분 좋아
마음이 들뜨는데
그를 만나서 얘기를 꺼내 볼까
콧노래가 나오네
응큼한 생각 드네
어머 아니야 무슨 생각한 거야
나 망설여지지만 부끄럽지만
그래도 네게 얘기할래
한번만 우우우 놀러 가자
그를 데리고 어디론가로
I say 우우우 놀러 가자
바다도 좋고 강가도 좋아
당황한 듯한 그대의 한마디
어 진짜 야
우리 최대한 멀리 가볼까
지금 나와 같은 생각한 거니
그러면 우우우 놀러 가자
서로를 믿고 마음을 열고
I say 우우우 놀러 가자
바람도 좋고 달빛도 좋아
둘이서라면
둘이서 가자
나만 따라와"
기분전환,"아로하
","어두운 불빛 아래 촛불 하나
와인 잔에 담긴 약속 하나
항상 너의 곁에서 널 지켜줄꺼야
날 믿어준 너였잖아
나 바라는 건 오직 하나
영원한 행복을 꿈꾸지만
화려하지 않아도 꿈같지 않아도
너만 있어주면 돼
걱정 마 I Believe
언제나 I Believe
이 순간을 잊지 않을께
내 품에 I Believe
안긴 너의 미소가
영원히 빛을 잃어 가지 않게
Cause your love is so sweet
You are my everything
첫 날밤의 단 꿈에 젖어
하는 말이 아냐
난 변하지 않아
오직 너만 바라볼꺼야
You're light of my life
You're the one in my life
내 모든걸 다 잃는데도
후회하지 않아 오직 너를 위한
변하지 않는 사랑으로
이제 나에게 있어 가장 소중한 건
내가 아닌 당신입니다
말로는 다짐할 수 없지만
당신만을 사랑합니다
때로는 친구처럼 때로는 연인처럼
눈 감는 그 날까지
당신만을 사랑합니다
늘 하나라는 마음으로
흔들리지 않는 믿음으로
아픈 마음도 함께 기쁜 맘도 함께
나눠 가졌으면 해
약속해 I Believe
힘들 때 I Believe
너의 그늘이 되어줄께
내 품에 I Believe
안긴 너의 미소가
영원히 빛을 잃어 가지 않게
Cause your love is so sweet
You are my everything
첫날밤의 단 꿈에 젖어
하는 말이 아냐
난 변하지 않아
오직 너만 바라볼 꺼야
You're light of my life
You're the one in my life
내 모든 걸 다 잃는데도
후회하지 않아
오직 너를 위한
변하지 않는 사랑으로
You're light of my life
You're the one in my life
내 모든걸 다 잃는데도
후회하지 않아
오직 너를 위한
변하지 않는 사랑으로
All I ever want is your love
"
사랑,"어장관리 (With 온유, 유인나)
","그 앤 내가 참 편하대
그 앤 내가 필요하대
운명인 것 같아 점점 더 안달 나
나도 요즘 아무것도 없이 웃고
심심할 틈 없이 편안해
말하자면 이런 느낌 첨인데
말하자면 이런 적은 없는데
요즘 나 헷갈려 점점 더 깊어져
내 곁에 그녈 두고 파
한번 만나볼래 우리 같이 볼까
한번 불러보자 한 번쯤 워
한번 만나볼래 우리 같이 볼까
한번 불러보자 한 번쯤 워
정신이 없었대 밀당은 못한대
요즘 더 헷갈려 갈수록 깊어져
내 옆에 그 앨 두고파
한번 만나볼래 우리 같이 볼까
한번 불러보자 한 번쯤 워
한번 만나볼래 우리 같이 볼까
한번 불러보자 한 번쯤 워
우린 좋은 친구잖아
난 정말 너희 둘이 좋아
정말 좋아
이제 우린 over 너와 나는 over
우린 모두 over 어장관리
이제 그만 over 얘랑 너도 over
우린 모두 over 어장관리"
사랑,"뭔가 있어
","이봐요 잠깐만 기다려 봐요
당신의 그 눈빛은 뭔가요
설명이 필요할 것 같은데
예쁘게 바라보는 것도 아닌데
그저 눈길이 닿은 건데 
오늘은 뭔가 달랐어
그대가 모르는 건지 내가 몰랐던 건지
누군 간 변했어
Feeling Feeling 
너에게 느껴져요
Feeling Feeling Feeling
가만히 있는데 숨이 멎을 것 같아
아무것도 보이지 않고 너만 
느껴지는 따스한 순간
힐링힐링 너에게 힐링해요
힐링 힐링 힐링
아무래도 좋아
이런 기분 좋아
너에게만 느껴지는 뭔가 있어
내 눈엔
어때요 사라질 거 같은가요
내가 말했던 이 느낌이
그렇다면 틀렸어요
아무렇지도 않게 하루를 다 써버리고
그대가 있는 곳에 하루 종일 버티고
그래도 모자라 
아직도 아쉬워 생각 나는걸
Feeling Feeling 
너에게 느껴져요
Feeling Feeling Feeling
가만히 있는데 숨이 멎을 것 같아
아무것도 보이지 않고 너만 
느껴지는 따스한 순간
힐링힐링 너에게 힐링해요
힐링 힐링 힐링
아무래도 좋아
이런 기분좋아
너에게만 느껴지는 뭔가 있어
내 눈엔
왠지 난 이 사람에 눈을 뜬 거 같아요
그댈 향한 내 맘이 좀 무거운가요
그 어떤 바램도 혹은 그 어떤 마음도
달라고 애쓰거나 조르지 않을게요
아무래도 좋아 이런 기분 좋아
그대와 같은 하루를 살고
그대와 함께 걷고
사랑한다 말하고 싶어
아무래도 좋아
이런 기분 좋아
너에게만 느껴지는 뭔가 있어
내 눈엔
뭔가 있어요 너에겐 너에겐"
사랑,"Riverside
","Looking out the window 오늘도
baby blue 너가 보이는걸
보라색 운동화를 신고
어딜 걸어가는지
어제도 길을 가다가
눈에 띄는 너의 baby blue
지금 어때
would you like to go on a
walk by Riverside
카페에서 너를 만나
Today I wanna ask you out
이제는 말을 건넬
용기가 생긴걸
무슨 얘길 해도 상관없어
내 옆에 너만 있다면
지금 어때
would you like to go on a
walk by Riverside
I can hear your singing voice
너의 노래하는 목소리가 들려오는데
Can I take you to my favorite bar
별을 보며 나랑 같이
한 잔 하지 않을래
Starry with a dream of wings
바람에 내 몸을 맡기면
밤하늘 별을 향해 너와 함께
날아가겠지
어디서 처음 만난 지 난
솔직히 기억나지 않아
그저 너를 보고 웃던
near the edge of Riverside
I can hear your singing voice
너의 노래하는 목소리가 들려오는데
Can I take you to my favorite bar
별을 보며 나랑 같이
한 잔 하지 않을래
You smile 사람들을 보면
왜 그렇게 미소 짓는지
그때 날 보고 미소짓던 니가
날 좋아하는지 난 궁금해
I can hear your singing voice
너의 노래하는 목소리가 들려오는데
Can I take you to my favorite bar
별을 보며 나랑 같이
한 잔 하지 않을래
I can hear your singing voice
너의 노래하는 목소리가 들려오는데
Can I take you to my favorite bar
별을 보며 나랑 같이
한 잔 하지 않을래"
사랑,"미쳤나봐 (Feat. 정성하)
","One of a kind girl
조심해 네 주위 남자들
다 너를 귀여워해
나를 비롯해 몇몇 사람들은 충격
너의 그 자체가 아무거나 해도
다 용서돼 부끄러 하지 마
손 하면 담길 듯
작은 얼굴에 다 들어있는
눈 코 입 빨개지는
볼은 포인트
못생겼다는 거짓말
그 말은 아무도 믿지 않아
널 설레이게 할 수 있는 게
대체 뭐야
미쳤나봐
네 생각이 또 났다
뒤에 나온 말
네가 매일 꿈에 나와
널 사랑한다고
미쳤나봐
나 뻔한 말이지 않아
빨주노초파남보
무지개색 빛을 줘 내게
거짓말처럼
시계만 보던 내 전화긴
자꾸 알림이 떠
이제 네 소식을
너에게 들을 수 있어
당기는 법을 알아 넌
잊지 않을게 재지 말란 말
너도 잘못은 있어
퍽 하면 웃다가
내 팔에 얼굴을 묻히면서
또 눈은 왜 이렇게도 예뻐
못생겼다는 거짓말
그 말은 절대로 믿지 않아
널 설레이게 할 수 있는 게
대체 뭐야
미쳤나봐
네 생각이 또 났다
뒤에 나온 말
네가 매일 꿈에 나와
널 사랑한다고
미쳤나봐
나 뻔한 말이지 않아
빨주노초파남보
무지개색 빛을 줘 내게
해 주고 싶은
얘기가 많아 나
네 생각 또 네 생각
네 생각에 난 하루를 살아
오늘이 지나면
못 할 말들인데
잠깐
미쳤나봐
미쳤나봐
미쳤나봐
미쳤나봐
미쳤나봐
네 생각이 또 났다
뒤에 나온 말
네가 매일 꿈에 나와
널 사랑한다고
미쳤나봐
나 뻔한 말이지 않아
빨주노초파남보
무지개색 빛을 줘 내게
미쳤나봐
미쳤나봐 난
미쳤나봐
미쳤나봐
미쳤나봐
나 뻔한 말이지 않아
빨주노초파남보
빨주노초파남보
빨주노초파남보
무지개색 빛을 줘 내게"
사랑,"About Love
","가끔 네게 말해 
사랑은 아직 어려운 것 같다고
그럼 넌 그냥 살짝 나를 보고 웃어
아무 말 없이 가만 내 두 손을 
따스히 감싸
이상해 너랑 있을 때면 
단둘이 있을 때면
별일도 아닌 얘길 
묻지도 않은 얘길 털어놔
그저 내 얘기에 귀를 기울여 주는 게 
곁에 영원히 너는 내 편이 돼줄 것 같아 
네 이름을 가만 불러보면 
사랑한단 말 같아
숨길 수 없이 두근대 
부르고 불러봐도 매일 그래
지금처럼 마주 보는 게 다 
사랑인 것만 같아
이대로 우리 둘이만 
시간이 멈췄으면 정말 좋겠어 
가끔은 친굴 만나 어디를 가도 
맛있는 음식이 날 기쁘게 해도
자꾸만 네 생각에 Right 
사진을 찍어 Take
다음엔 너랑 올 거라고 맹세해 
That’s right
무슨 얘기를 해도 어느새 점점
너에 대한 자랑들로 시간이 흘러
떨어져 있는데도 Two of us 
언제나 Two of us 
지금도 너의 곁에 있는 것 같아 
유난히 지친 하루 끝에 
눈물이 왈칵할 때 
아무런 말도 없이 
가만히 어깰 내어 주는 너
마치 아빠처럼 포근히 안아줄 때면 
곁에 영원히 너는 내 편이 돼줄 것 같아 
네 이름을 가만 불러보면 
사랑한단 말 같아
숨길 수 없이 두근대 
부르고 불러봐도 매일 그래
지금처럼 마주 보는 게 다 
사랑인 것만 같아
이대로 우리 둘이만 
시간이 멈췄으면 정말 좋겠어 
나 때로는 조금 놀라곤 해 
어쩌면 너랑 나랑 1부터 10까지 다 
똑같은 생각들을 하는 건지
사실 가끔씩 혼자 생각했어 
어쩌면 너랑 나랑 같은 사람 인가 봐 
아니면 이 모든 걸 뭐라고 다 설명해 
너만 보면 자꾸 웃음이 나 
사랑인 걸 알았어
포개진 두 손 사이로 
네 맘이 빠짐없이 다 느껴져 
이제 내가 네게 보여줄게 
커져버린 사랑을 
특별할 건 없겠지만 
온통 다 너 하나로 가득 채울래
네 이름을 가만 불러보면 
사랑한단 말 같아
숨길 수 없이 두근대 
부르고 불러봐도 매일 그래
지금처럼 마주 보는 게 다 
사랑인 것만 같아
이대로 우리 둘이만 
시간이 멈췄으면 정말 좋겠어 "
사랑,"끌림
","오늘 시간되면 차 한잔 어때 니가
어제 했던 말이 자꾸 생각이 나서
혹시 너도 나랑 같은 생각한 건지
그냥 궁금해 혹시나 하는 기분에
설레임 참 오랜만의 이 느낌
다 잊었던 좋은 느낌
첨 봤을 때 가슴 뛰던 니 얼굴이
나 선한데
보고 싶어 어제 너의 한마디
나도 같은 생각이야
그냥 문득 전화했어
지금 뭐해 얼굴이나 볼래
우리 자주 가던 거기 아직 있는데
거기서 만나 여전한 니 목소리
전화기 너머로 너의 모습이 보여
변한 게 없네 그런 너라서 더 좋아
기다림 늘 그려왔던 이 그림
참 자연스러운 끌림
어색해 웃어 넘기는 그 버릇도
따뜻함도
보고 싶어 하고 싶던 한마디
너도 같은 생각이야
그냥 아무 말 없이도
편한 니가 내 눈 앞에 있어
날 부르는 니가
널 부르는 내가
같아
같은 노랠 들으며 걷는 우리
아쉬운 집 앞엔 추억들 투성이
이별이 혼자였던 시간이
같이 있는 순간을
더 소중하게 만드나 봐
그래 나는 난 너 밖에
두렵지만 아직은 모르지만
너도 같은 맘이겠지
그냥 문득 전화해서
지금 뭐해 얼굴이나 볼래"
사랑,"별 보러 가자
","찬 바람이 조금씩 불어오면은
밤 하늘이 반짝이더라
긴 하루를 보내고
집에 들어가는 길에
네 생각이 문득 나더라
어디야 지금 뭐 해
나랑 별 보러 가지 않을래
너희 집 앞으로 잠깐 나올래
가볍게 겉옷 하나
걸치고서 나오면 돼
너무 멀리 가지 않을게
그렇지만 네 손을 꼭 잡을래
멋진 별자리 이름은 모르지만
나와 같이 가줄래
찬 바람이 조금씩 불어 오면은
네 생각이 난 그렇게 나더라
긴 하루 끝 고요해진
밤거리를 걷다
밤 하늘이 너무 좋더라
어디야 지금 뭐해
나랑 별 보러 가지 않을래
어디든 좋으니 나와 가줄래
네게 하고 싶었던
말이 너무도 많지만
너무 서두르지 않을게
그치만 네 손을 꼭 잡을래
멋진 별자리 이름은 모르지만
나와 같이 가줄래
너와 나의 걸음이
향해 가는 그곳이
어디 일진 모르겠지만
혼자였던 밤 하늘
너와 함께 걸으면
그거면 돼"
사랑,"내 사랑
","낯익은 꽃집을 지나다
코끝에 와닿은 추억
시원한 바람이 참 좋아
또 문득 네가 생각나
매일 지나치던 내 흔한 하루에
깊숙이 스며있는 너의 향기 
널 보고 싶어 내 사랑
네가 생각날때면 노랠 불러
목이 메어 나오지 않아도 난
가슴으로 노랠 불러 나의 널 불러
어느새 길어진 그림자
붉게 물든 저녁 노을
한적한 저녁 하늘 소리
모두 네가 생각나
나뭇잎 새로 비친 불빛 속에도
빼곡히 새겨놓은 너의 이름
부르고 싶어 내 사랑
네가 생각날때면 노랠 불러
들려주고 싶었던 가삿말
내 맘 다해 노랠 불러 나의 널 불러
달빛이 유난히 더 아름다워
혹시 지금 너도 보고 있을까
네가 보고 싶어 내 사랑
나의 하룰 빼앗은 단 한사람
목이 메어 나오지 않아도 난
가슴으로 노랠 불러
꼭 너에게만 들리게"
사랑,"타이밍 (Feat. 유승우)
","맞아 나는 아직 잘 모르겠어
언제 다가가야 하는지
둘러보면 다들 잘만 하는데
어쩜 나만 이런 걸까
이렇겐 타기 싫어 롤러코스터
헷갈리게 하고 또 넌 모른 척
어디까지 참나 두고 보는 거야 뭐야
내 반응이 재밌다면 거기서 멈춰
후 하면 날아갈까
잠에서 깨면 달아날까
좋으면 좋은 거지 뭐가 그리 어려워
너와 난 인연과 우연 그 애매한 사이
뜸 들이다 지나버린 타이밍
너무 어려워서 자꾸만 놓치는데
언젠가 은근슬쩍 잡고 싶어 타이밍
맞아 나는 아직까지 버거워
언제 다가서야 하는지
아무도 가르쳐 준 적 없는데
진짜 나만 이런 걸까
생각도 안 했는데 이럴 줄 몰랐는데
준비도 안 된 맘에 훅 들어와서
혹시나 착각일까
혼자서 하는 오해일까
좋으면 좋은 거지 뭐가 그리 어려워
너와 난 인연과 우연 그 애매한 사이
뜸 들이다 지나버린 타이밍
너무 어려워서 자꾸만 놓치는데
언젠가 은근슬쩍 잡고 싶어 타이밍
누가 봐도 딱 티 나잖아
숨길 수가 없는데
넌 모두에게 친절하잖아
이러면 곤란해
아무래도 난 오늘이
딱 좋을 거 같은데
너와 난 인연과 우연 그 애매한 사이
뜸 들이다 지나버린 타이밍
너무 어려워서 자꾸만 놓치는데
언젠가 은근슬쩍 잡고 싶어 타이밍"
사랑,"어떨까 넌
","이런 좋은 날엔 자꾸 생각나
무딘 내가 놀랄 만큼
모서리지고 미웠던 
세상은 아름답게 조각되고
Spring in love 
문득 찾아온 순간
봄을 타듯 널 앓고
그대란 계절을 보낸다
어떨까 너와 만든 하루는
어떨까 너와 걷는 시간은
자꾸만 꿈을 꾸게 하는 널
매일 기다린다 너를 보며
어떻게 말을 꺼낼까
너와는 하루가 일분 같다고
이 순간이 매일이 되길 바래
본다 몇 번을 봤던 사진들
너의 눈이 날 본다
그렇게 눈을 마주치면
더 깊어지는 그리움에 설레
하늘엔 온통
펼쳐진 노을
마치 너란 이름에
물든 내 마음 같아 보여
어떨까 너와 만든 하루는
어떨까 너와 걷는 시간은
자꾸만 꿈을 꾸게 하는 널
매일 기다린다 너를 보며
어떻게 말을 꺼낼까
너와는 하루가 일분 같다고
이 순간이 매일이 되길 바래
이미 굳어져 버려서
이미 바뀔 수 없어서
다른 말이 나오질 않죠
꼭 해야 되는 말 전해야 되는 말
미뤄둔 내 맘
어떠니 나와 함께 웃는게
어떠니 매일 함께 걷는게
이렇게 꿈속에서 했던 말
이젠 말해본다 너를 보며
어떻게 말을 꺼낼까
너와는 하루가 일분 같다고
그 순간이 매일이 되길 바래"
사랑,"괜찮다면 (PROD. 브라더수)
","남들은 잘 모르지만 
실수 많고 어리버리해 
넌 내가 좋다 하지만 
알고 보니 확 깨면 어떡해 
사실 까칠하고 가끔 예민하고 
음식도 조금 가리고 
무서운 것도 좀 싫어하는데 
나쁜 말도 가끔 해 
젓가락질도 어설픈데 
이런 내가 널 좋아해 
이젠 네게 말할게 
괜찮다면 그래도 괜찮다면 
너만 좋다면 그렇다면 
이대로 계속 니 곁에 있을게 
괜찮다면 이런 나도 좋다면 
너만 좋다면 그렇다면 
널 아낄 사람 내가 되게 해줄래 
Baby you make my life complete 
Baby you make my love complete 
그댄 날 그댄 날 더 
좋은 사람이고 싶게 해 my babe 
Baby you make my life complete 
Baby you make my love complete 
매 순간 순간마다 
새로 태어난 것 같은데 my babe 
준비 제대로 하고 나서 
말하려 했는데 
눈앞에 니가 있으니까 
딱 지금인 것 같애 
할말 진짜 많은데 
정리가 참 잘 안돼 
이런 내가 널 좋아해 
이젠 네게 말할게 
괜찮다면 그래도 괜찮다면 
너만 좋다면 그렇다면 
이대로 계속 니 곁에 있을게 
괜찮다면 이런 나도 좋다면 
너만 좋다면 그렇다면 
널 아낄 사람 내가 되게 해줄래 
좋기만 하진 않을 거 알아 
쉽진않을 거란 것도 알아 
약속은 많이 안 할게 
이 순간을 오래 지킬게 
Baby you make my life complete 
Baby you make my love complete 
그댄 날 그댄 날 더 
좋은 사람이고 싶게 해 my babe 
Baby you make my life complete 
Baby you make my love complete 
매 순간 순간마다 
새로 태어난 것 같은데 my babe 
괜찮다면 괜찮다면
이대로 계속 니 곁에 있을게
괜찮다면 괜찮다면
널 아낄 사람 내가 되게 해줄래"
사랑,"Love U
","글쎄 어떤 말로 전해야 
어떤 표정으로 말해야 좋을지 
좀 더 감동적인 말들로 
깊은 내 진심을 모두 다 
전하고 싶은데 
이런 바램이 이 설렘이 
눈을 뜨면 사라질 것 같아도 
오늘은 꼭 네게 내 맘 전할래 
So I love you 
Oh I love you 
처음 본 순간부터 늘 그래 왔다고 
닫혀있던 멈춰있던
내 맘을 열어 준 사람이 너라고
love you
밤새 멜로 영화를 보며
멋진 글귀들을 수백 개 외웠지만
막상 네 눈앞에 서고 선
바보같이 머릿속이
하얗게 됐었지만
그냥 내 가슴이 머릿속이
매일 네 생각만 하고 또 하게 돼
내 맘속에 항상 맴도는 말은
매일 하고픈 말은
So I love you
Oh I love you
처음 본 순간부터 늘 그래 왔다고
닫혀있던 멈춰있던
내 맘을 열어 준 사람이 너라고
love you"
사랑,"보이나요
","보이나요 그댈 향한 내 맘을
느끼나요 이게 사랑이란 걸
모르나요 그댈 바라보는 난
어떡하죠 그댄 알고 있나요
내 맘이 우후후 별빛 가득한
우후후 눈부신 날에
둘이서 함께 같은 곳을
바라볼 수 있다면
I love you
내게 말해 줄 순 없나요
커져버린 내 사랑이
표현하고 싶어
나 이곳에서 기다리는데
그댄 알까요
Say I love you 미소 짓는
그대 눈빛이
내게 말해줄 것 같아
나 그대 곁에서
항상 맴도는 내 맘을
그대는 알까요
언제나 말없이 기다려줘서
긴 시간 함께 해줘서
약속할게요 이제는
내가 지켜줄게요
I love you
내게 말해 줄 순 없나요
커져버린 내 사랑이
표현하고 싶어
나 이곳에서 기다리는데
그댄 알까요
Say I love you 미소 짓는
그대 눈빛이
내게 말해줄 것 같아
나 그대 곁에서
항상 맴도는 내 맘을
그대는 알까요
내 하루는
그대 때문에 시작되고
사랑이라면 나와 같다면
그대에게 하고 싶은 말
I love you"
사랑,"난 널
","바래진 맘속에
무심코 생각난
네 손을 던졌던
내가 떠올랐어
네게서 많이 변해버린 나를 봤어
많은 걸
바라는 맘속에
우리는 어디로
가고 있는 걸까
정답도 모른 채
난 널 억지로 밀쳐 냈어 oh
난 널 사랑해
믿지 않겠지만
난 널 잊어보려 했어
넌 내가 싫겠지만
난 널 또 꺼내 봐
이젠 내가 너를 기다려
당연해진 말속에
오해가 쌓이고
상처만 남은 채
추억만 걸러져
남아 있는 걸 난 기를 쓰고
계속 삼켜 냈어
난 널 사랑해
믿지 않겠지만
난 널 잊어보려 했어
넌 내가 싫겠지만
난 널 또 꺼내 봐
이젠 내가 너를 기다려
난 널 사랑해
믿지 않겠지만
난 널 잊어보려 했어
넌 내가 싫겠지만
난 널 또 꺼내 봐
이젠 내가 너를 기다려"
