"aa","Freq"
"4377","시간되",1
"4378","시름",1
"4379","시무룩",1
"4380","시커멓",1
"4381","시큰",1
"4382","시큰둥",1
"4383","시험",1
"4384","식구",1
"4385","식당",1
"4386","식은땀",1
"4387","식지",1
"4388","식충",1
"4389","식탁",1
"4390","신당",1
"4391","신부",1
"4392","신부가",1
"4393","신사",1
"4394","신조",1
"4395","실력",1
"4396","실리",1
"4397","실실",1
"4398","실적",1
"4399","실패하",1
"4400","싫증",1
"4401","심박",1
"4402","심심",1
"4403","심지어",1
"4404","싱그럽",1
"4405","싱글",1
"4406","싸그리",1
"4407","싸매",1
"4408","쌉싸름",1
"4409","쌍둥이",1
"4410","쑥스럽",1
"4411","쓰러뜨리",1
"4412","씁쓸",1
"4413","씨앗",1
"4414","씻기",1
"4415","아날",1
"4416","아늑",1
"4417","아들",1
"4418","아등바등",1
"4419","아래위",1
"4420","아리",1
"4421","아마도",1
"4422","아서라면",1
"4423","아쉬움",1
"4424","아스라이",1
"4425","아스팔트",1
"4426","아야죠",1
"4427","아예",1
"4428","아이스",1
"4429","아이스커피",1
"4430","아이쿠",1
"4431","아일",1
"4432","아줌마",1
"4433","아지",1
"4434","아차",1
"4435","아틀란티스",1
"4436","악보",1
"4437","악세사리",1
"4438","악수",1
"4439","악착같이",1
"4440","안경",1
"4441","안녕하",1
"4442","안녕히",1
"4443","안달",1
"4444","안받",1
"4445","안쓰럽",1
"4446","안정감",1
"4447","알랑",1
"4448","알맞",1
"4449","알아채",1
"4450","앙상",1
"4451","애원",1
"4452","애정",1
"4453","애틋",1
"4454","야속하",1
"4455","야아",1
"4456","야자나무",1
"4457","야자수",1
"4458","야하",1
"4459","약간",1
"4460","얄밉",1
"4461","얌전하",1
"4462","양치",1
"4463","어귀",1
"4464","어귀에서",1
"4465","어두",1
"4466","어리버리",1
"4467","어린",1
"4468","어스름",1
"4469","어스름하",1
"4470","어째",1
"4471","어쨌든",1
"4472","억울",1
"4473","언니",1
"4474","언뜻",1
"4475","언어",1
"4476","얼룩",1
"4477","얼르",1
"4478","얼리",1
"4479","얼핏",1
"4480","업무",1
"4481","없애",1
"4482","엉망",1
"4483","엎지르",1
"4484","에어컨",1
"4485","에휴",1
"4486","엔돌핀",1
"4487","여기저기",1
"4488","여러",1
"4489","여러분",1
"4490","여인숙",1
"4491","역사",1
"4492","연구하",1
"4493","연락처",1
"4494","연상",1
"4495","연애",1
"4496","연주되",1
"4497","연주하",1
"4498","연하",1
"4499","열광하",1
"4500","열기",1
"4501","열린",1
"4502","열쇠",1
"4503","열심히",1
"4504","열여덟",1
"4505","영업하",1
"4506","영영",1
"4507","영활",1
"4508","옆집",1
"4509","예고",1
"4510","예민",1
"4511","예술",1
"4512","예술가",1
"4513","예외",1
"4514","옛집",1
"4515","오가",1
"4516","오디오",1
"4517","오락가락",1
"4518","오래되",1
"4519","오래오래",1
"4520","오랫만",1
"4521","오로지",1
"4522","오메가",1
"4523","오버하",1
"4524","오빠야",1
"4525","오예",1
"4526","오우",1
"4527","오줌",1
"4528","오픈카",1
"4529","오호",1
"4530","옥수수",1
"4531","온갖",1
"4532","온기",1
"4533","온전히",1
"4534","올라오",1
"4535","올라타",1
"4536","와서",1
"4537","와우",1
"4538","와주",1
"4539","왜냐하면",1
"4540","왜인",1
"4541","외국인",1
"4542","외딴섬",1
"4543","외로",1
"4544","외모",1
"4545","외식",1
"4546","외침",1
"4547","외톨이",1
"4548","요령",1
"4549","요일",1
"4550","용서되",1
"4551","우겨",1
"4552","우려",1
"4553","우유",1
"4554","우쭐대",1
"4555","운동장",1
"4556","운동하",1
"4557","운전",1
"4558","울렁이",1
"4559","울림",1
"4560","울먹이",1
"4561","울컥",1
"4562","움직임",1
"4563","움켜쥐",1
"4564","웃어넘기",1
"4565","워렌",1
"4566","워워워",1
"4567","워터",1
"4568","웨딩드레스",1
"4569","웬일",1
"4570","위안",1
"4571","윙크하",1
"4572","유난스레",1
"4573","유달리",1
"4574","유독",1
"4575","유리알",1
"4576","유효",1
"4577","으라고",1
"4578","으라는",1
"4579","으란",1
"4580","으려다",1
"4581","으련만",1
"4582","으리",1
"4583","으쓱",1
"4584","은가요",1
"4585","은걸요",1
"4586","은아",1
"4587","은행",1
"4588","을래요",1
"4589","음표",1
"4590","응어리지",1
"4591","응큼",1
"4592","의심",1
"4593","이것저것",1
"4594","이듬해",1
"4595","이럴",1
"4596","이맘때쯤",1
"4597","이민",1
"4598","이방인",1
"4599","이보",1
"4600","이봐요",1
"4601","이어지",1
"4602","이어폰",1
"4603","이여",1
"4604","이외",1
"4605","이용하",1
"4606","이유란",1
"4607","이율",1
"4608","이쪽",1
"4609","이쯤",1
"4610","인간",1
"4611","인기",1
"4612","인디",1
"4613","인사말",1
"4614","인사하",1
"4615","인정",1
"4616","인지도",1
"4617","인척",1
"4618","인터넷",1
"4619","일곱",1
"4620","일로",1
"4621","일부",1
"4622","일없",1
"4623","일자리",1
"4624","일주",1
"4625","일진",1
"4626","일해",1
"4627","입맛",1
"4628","입자",1
"4629","자나",1
"4630","자도",1
"4631","자락",1
"4632","자랑스레",1
"4633","자르",1
"4634","자상",1
"4635","자의",1
"4636","자전거",1
"4637","자책감",1
"4638","작품",1
"4639","잔인하",1
"4640","잔잔",1
"4641","잔치",1
"4642","잘나가",1
"4643","잘못되",1
"4644","잘살",1
"4645","잠결",1
"4646","잠바",1
"4647","잠자리",1
"4648","잡기",1
"4649","잡아가",1
"4650","장담",1
"4651","장면",1
"4652","장미꽃",1
"4653","장의",1
"4654","장이",1
"4655","재롱",1
"4656","재수",1
"4657","재잘대",1
"4658","재즈",1
"4659","재지",1
"4660","쟁취",1
"4661","저급하",1
"4662","저녁상",1
"4663","저리하",1
"4664","저릿",1
"4665","저마",1
"4666","저어",1
"4667","저울",1
"4668","저지르",1
"4669","저하",1
"4670","전경",1
"4671","전세",1
"4672","전용",1
"4673","전쟁터",1
"4674","절망",1
"4675","절박",1
"4676","절벽",1
"4677","절실히",1
"4678","젊음",1
"4679","점차",1
"4680","점하",1
"4681","젓가락",1
"4682","정거장",1
"4683","정녕",1
"4684","정돈",1
"4685","정들",1
"4686","정리",1
"4687","정리하",1
"4688","정반대",1
"4689","정성스레",1
"4690","정주",1
"4691","정직",1
"4692","정해준",1
"4693","제각각",1
"4694","제자",1
"4695","젠체하",1
"4696","조pd",1
"4697","조각되",1
"4698","조급히",1
"4699","조심조심",1
"4700","조심하",1
"4701","조언",1
"4702","조여",1
"4703","존재하",1
"4704","존중하",1
"4705","졸고",1
"4706","졸리",1
"4707","졸이",1
"4708","좀먹",1
"4709","좁히",1
"4710","종소리",1
"4711","종잇조각",1
"4712","종착역",1
"4713","좌우",1
"4714","죄송",1
"4715","주/VX - ㄹ게",1
"4716","주고받",1
"4717","주네",1
"4718","주마",1
"4719","주말",1
"4720","주스",1
"4721","주자",1
"4722","주저",1
"4723","주저하",1
"4724","주지",1
"4725","주체",1
"4726","죽기",1
"4727","죽음",1
"4728","준거",1
"4729","줄곧",1
"4730","줄기",1
"4731","줄이",1
"4732","중독되",1
"4733","중심",1
"4734","중압감",1
"4735","중요",1
"4736","쥐이",1
"4737","즈음",1
"4738","즉흥",1
"4739","증오하",1
"4740","지갑",1
"4741","지구인",1
"4742","지긋",1
"4743","지라도",1
"4744","지면",1
"4745","지우진",1
"4746","지적",1
"4747","지켜오",1
"4748","지하철",1
"4749","직면하",1
"4750","직사광선",1
"4751","직장",1
"4752","진도",1
"4753","진지",1
"4754","진지한",1
"4755","진채",1
"4756","진한",1
"4757","진해",1
"4758","진흙",1
"4759","질끈",1
"4760","질르",1
"4761","질색",1
"4762","짊어지",1
"4763","짐작",1
"4764","집도",1
"4765","짓궂",1
"4766","짓지",1
"4767","짜이",1
"4768","짭짤",1
"4769","쪽지",1
"4770","쫓기",1
"4771","쫓아가",1
"4772","쫙쫙",1
"4773","쭉쭉",1
"4774","찌릿찌릿",1
"4775","찌뿌둥",1
"4776","찍자",1
"4777","찐하",1
"4778","찡그리",1
"4779","찡긋",1
"4780","찢기",1
"4781","차가워지",1
"4782","차고",1
"4783","차분",1
"4784","차이",1
"4785","차창",1
"4786","찬란히",1
"4787","찬바람",1
"4788","찰랑",1
"4789","찰싹",1
"4790","참견하",1
"4791","참나",1
"4792","찾아보",1
"4793","책가방",1
"4794","책임감",1
"4795","처음이었어kiss",1
"4796","천재",1
"4797","철부지",1
"4798","철썩",1
"4799","첫날밤",1
"4800","첫사랑",1
"4801","청소",1
"4802","청승",1
"4803","청하",1
"4804","청해",1
"4805","체념하",1
"4806","초대하",1
"4807","초생달",1
"4808","초원",1
"4809","초점",1
"4810","초조하",1
"4811","촉촉",1
"4812","촐싹대",1
"4813","촘촘히",1
"4814","최대하",1
"4815","최선",1
"4816","쵸콜릿",1
"4817","추리",1
"4818","추억되",1
"4819","추하",1
"4820","축복하",1
"4821","축하하",1
"4822","출근길",1
"4823","출동",1
"4824","출렁이",1
"4825","출발역",1
"4826","출발하",1
"4827","출석check",1
"4828","출출",1
"4829","충격",1
"4830","충만하",1
"4831","충전",1
"4832","충하",1
"4833","취향",1
"4834","치고",1
"4835","치유되",1
"4836","침대",1
"4837","침범하",1
"4838","카드",1
"4839","칼날",1
"4840","칼바람",1
"4841","캠퍼스",1
"4842","컨디션",1
"4843","컨셉",1
"4844","케익",1
"4845","코드",1
"4846","코발트",1
"4847","코스",1
"4848","콜라",1
"4849","콧대",1
"4850","쿵쾅",1
"4851","쿵쿵쿵쿵",1
"4852","퀴즈",1
"4853","크린",1
"4854","큰사랑",1
"4855","클래스",1
"4856","타기",1
"4857","타의",1
"4858","타이",1
"4859","타입",1
"4860","타자",1
"4861","탁자",1
"4862","탁하",1
"4863","탓하",1
"4864","터널",1
"4865","터벅터벅",1
"4866","터프가이",1
"4867","턱없이",1
"4868","텔레비전",1
"4869","토하",1
"4870","톡톡",1
"4871","통통",1
"4872","통하",1
"4873","통화하",1
"4874","퇴근길",1
"4875","투덜대",1
"4876","투명",1
"4877","투성",1
"4878","튕기",1
"4879","튜브",1
"4880","트러블",1
"4881","트이",1
"4882","특이하",1
"4883","특히",1
"4884","틈틈",1
"4885","파고들",1
"4886","파라다이스",1
"4887","파라솔",1
"4888","파란색",1
"4889","파랑새",1
"4890","파벌",1
"4891","파워",1
"4892","파주",1
"4893","파크",1
"4894","파트너",1
"4895","파하",1
"4896","판단",1
"4897","판단하",1
"4898","판매",1
"4899","팔레트",1
"4900","팔베개",1
"4901","팔짱",1
"4902","팥빙수",1
"4903","팬티",1
"4904","페인",1
"4905","편의",1
"4906","편의점",1
"4907","편협하",1
"4908","펼쳐지",1
"4909","평가하",1
"4910","평균대",1
"4911","평온",1
"4912","평화롭",1
"4913","폐인",1
"4914","포개지",1
"4915","포로",1
"4916","포인트",1
"4917","포장마차",1
"4918","폭풍",1
"4919","폴라로이드",1
"4920","퐁당퐁당",1
"4921","표독",1
"4922","표류하",1
"4923","표정하",1
"4924","푹푹",1
"4925","풀벌레",1
"4926","풀어지",1
"4927","품기",1
"4928","품이",1
"4929","프로",1
"4930","피부",1
"4931","피진",1
"4932","핑크",1
"4933","하기",1
"4934","하나같이",1
"4935","하란",1
"4936","하세",1
"4937","하얀색",1
"4938","하이야",1
"4939","하품",1
"4940","학년",1
"4941","한가",1
"4942","한가득",1
"4943","한가로이",1
"4944","한꺼번",1
"4945","한껏",1
"4946","한내",1
"4947","한방",1
"4948","한소리",1
"4949","한손",1
"4950","한장",1
"4951","한줄기",1
"4952","한지",1
"4953","합세",1
"4954","합체",1
"4955","핫바",1
"4956","해달",1
"4957","해랑",1
"4958","햇볕",1
"4959","행각",1
"4960","행복감",1
"4961","향내",1
"4962","향수",1
"4963","허름",1
"4964","허브",1
"4965","허상",1
"4966","허약하",1
"4967","허우적대",1
"4968","허풍",1
"4969","허하",1
"4970","험악",1
"4971","험하",1
"4972","헤어",1
"4973","헤이",1
"4974","헬스",1
"4975","현상",1
"4976","호기심",1
"4977","호텔",1
"4978","혹여",1
"4979","혼내",1
"4980","혼란",1
"4981","혼잣말",1
"4982","홀리",1
"4983","화면",1
"4984","화사",1
"4985","화이트",1
"4986","황폐하",1
"4987","황홀",1
"4988","회사",1
"4989","효과",1
"4990","후끈후끈",1
"4991","후드득",1
"4992","후딱",1
"4993","후보",1
"4994","후우우",1
"4995","후텁지근",1
"4996","후후",1
"4997","훌러덩",1
"4998","훌륭",1
"4999","훌쩍훌쩍",1
"5000","훤히",1
"5001","훨씬",1
"5002","휑하",1
"5003","휘몰아치",1
"5004","휘어지",1
"5005","휘휘",1
"5006","휠씬",1
"5007","휴식처",1
"5008","흘려듣",1
"5009","흙바닥",1
"5010","흡입",1
"5011","흥겹",1
"5012","흥얼거리",1
"5013","희열",1
"5014","힐끗",1
"5015","힐링되",1
"5016","힘주",1
